date,proposer
2023-03-19,7031.573093365996
2023-03-20,7041.430567963152
2023-03-21,7032.273137076275
2023-03-22,7035.540064790027
2023-03-23,7030.047352667569
2023-03-24,7047.175543061534
2023-03-25,7033.8891472186015
2023-03-26,7024.65548438476
2023-03-27,7035.599367703425
2023-03-28,7022.725701561864
2023-03-29,7047.187742775368
2023-03-30,7036.026294193629
2023-03-31,7034.501624872933
2023-04-01,7020.279071988784
2023-04-02,7001.9940863154425
2023-04-03,6984.952259455741
2023-04-04,6916.617973465713
2023-04-05,6944.961778494264
2023-04-06,6896.038986719171
2023-04-07,6970.486284547473
2023-04-08,6987.058597389294
2023-04-09,6967.637662734121
2023-04-10,6964.624792086876
2023-04-11,6968.6131022580175
2023-04-12,6920.44418334905
2023-04-13,6327.896917000148
2023-04-14,6911.396291717687
