date,proposer
2022-09-15,0.0310532241995789
2022-09-16,0.0295681383120498
2022-09-17,0.029500530960077
2022-09-18,0.0265605027186441
2022-09-19,0.0240091129033939
2022-09-20,0.0255841546630339
2022-09-21,0.0310921602033016
2022-09-22,0.0231162115400394
2022-09-23,0.0271128697135096
2022-09-24,0.0207235696580045
2022-09-25,0.0194013241298414
2022-09-26,0.0224287989829723
2022-09-27,0.0231423288505938
2022-09-28,0.0227160155227712
2022-09-29,0.024962116432506
2022-09-30,0.0223490067122473
2022-10-01,0.0270853890221296
2022-10-02,0.0206237976927083
2022-10-03,0.0223797760492876
2022-10-04,0.0250450873461822
2022-10-05,0.0259843303803899
2022-10-06,0.0247967382295934
2022-10-07,0.025577297537269
2022-10-08,0.0236215964013819
2022-10-09,0.0225437963164183
2022-10-10,0.024956605513861
2022-10-11,0.0231142315000318
2022-10-12,0.0206922664564246
2022-10-13,0.0247726449688838
2022-10-14,0.0227861660444681
2022-10-15,0.0224930030410526
2022-10-16,0.0209690544311138
2022-10-17,0.0232303289983368
2022-10-18,0.0228517857031815
2022-10-19,0.02608113967087
2022-10-20,0.0238749588702988
2022-10-21,0.026480797043084
2022-10-22,0.0257095649979124
2022-10-23,0.0238784465363017
2022-10-24,0.0308604708743478
2022-10-25,0.0251204153952095
2022-10-26,0.0246952738532728
2022-10-27,0.0225232021044434
2022-10-28,0.0234033995469025
2022-10-29,0.0250080953971718
2022-10-30,0.0210713855694022
2022-10-31,0.0223840872237881
2022-11-01,0.0246764148263685
2022-11-02,0.024077582569792
2022-11-03,0.0232321931296961
2022-11-04,0.0226566214092927
2022-11-05,0.0238185492043709
2022-11-06,0.0218680333410701
2022-11-07,0.022621627549721
2022-11-08,0.0224035998101628
2022-11-09,0.0261569597887878
2022-11-10,0.0208239495536595
2022-11-11,0.0235582547061383
2022-11-12,0.022675518940467
2022-11-13,0.0222576839793982
2022-11-14,0.0240821593508224
2022-11-15,0.0243208617945658
2022-11-16,0.0223941149840172
2022-11-17,0.0216099486521363
2022-11-18,0.0250311539349123
2022-11-19,0.0209466382808019
2022-11-20,0.0207096229380046
2022-11-21,0.0234234689752588
2022-11-22,0.0248905911655969
2022-11-23,0.0242064136935369
2022-11-24,0.0220171905903723
2022-11-25,0.0244936932088037
2022-11-26,0.0227698933463762
2022-11-27,0.0235798360745342
2022-11-28,0.0216236314754461
2022-11-29,0.0231721395138841
2022-11-30,0.0245812764948405
2022-12-01,0.0209862855637239
2022-12-02,0.0208099257051201
2022-12-03,0.0218914479297618
2022-12-04,0.0245931639683789
2022-12-05,0.0237058218450945
2022-12-06,0.0228738894775351
2022-12-07,0.0355375970449913
2022-12-08,0.0231455577152333
2022-12-09,0.0258767090482303
2022-12-10,0.0222989586389936
2022-12-11,0.0220448276948606
2022-12-12,0.0233043713359695
2022-12-13,0.0236759317240393
2022-12-14,0.0200696272397955
2022-12-15,0.0209761647557464
2022-12-16,0.0189605811521398
2022-12-17,0.0207085894391327
2022-12-18,0.0227669405936599
2022-12-19,0.0217442008801316
2022-12-20,0.0196108634232021
2022-12-21,0.0215467460727629
2022-12-22,0.0206658490221804
2022-12-23,0.0195742965500904
2022-12-24,0.022032671823577
2022-12-25,0.0207841711912946
2022-12-26,0.019550678130493
2022-12-27,0.0224068975690703
2022-12-28,0.0199467812048643
2022-12-29,0.0225044801191487
2022-12-30,0.0228384770452747
2022-12-31,0.0203849798594633
2023-01-01,0.0216394814499227
2023-01-02,0.0200070286278581
2023-01-03,0.020165086994891
2023-01-04,0.0206768878588106
2023-01-05,0.0208803782518181
2023-01-06,0.0211104343492654
2023-01-07,0.0229986541057412
2023-01-08,0.0202811550115886
2023-01-09,0.021014641110238
2023-01-10,0.0210340151395005
2023-01-11,0.0204570058909008
2023-01-12,0.0219369069560875
2023-01-13,0.020383257450782
2023-01-14,0.0212016799346197
2023-01-15,0.0232815323016128
2023-01-16,0.0229633993646671
2023-01-17,0.0167711414289795
2023-01-18,0.0181425094667666
2023-01-19,0.017336796336272
2023-01-20,0.0164009925236747
2023-01-21,0.0183096040109687
2023-01-22,0.0191177547890122
2023-01-23,0.0176654792342534
2023-01-24,0.0178374789398212
2023-01-25,0.0187068408671433
2023-01-26,0.016193288829736
2023-01-27,0.0181932379933147
2023-01-28,0.0195989543210479
2023-01-29,0.0168971042994634
2023-01-30,0.0198140279502487
2023-01-31,0.0168625088233378
2023-02-01,0.017473233395
2023-02-02,0.0196941242713863
2023-02-03,0.0165204923096591
2023-02-04,0.0150946228637067
2023-02-05,0.0171178462282852
2023-02-06,0.0149909969515682
2023-02-07,0.0181301009682806
2023-02-08,0.0180269128181416
2023-02-09,0.0189841788467453
2023-02-10,0.018336022667585
2023-02-11,0.021275166677205
2023-02-12,0.0177479700677829
2023-02-13,0.0166789219328573
2023-02-14,0.0199594529041942
2023-02-15,0.01533671494307
2023-02-16,0.0152528910747642
2023-02-17,0.0252897676646399
2023-02-18,0.0227514082341173
2023-02-19,0.0230138216643427
2023-02-20,0.0231748091914452
2023-02-21,0.0223917700006941
2023-02-22,0.024356969745557
2023-02-23,0.0221446589975635
2023-02-24,0.0242648217159038
2023-02-25,0.0226007483823234
2023-02-26,0.020187089140722
2023-02-27,0.01881674498618
2023-02-28,0.0236318981903229
2023-03-01,0.0209872736088225
2023-03-02,0.0234940023089456
2023-03-03,0.0237688224181311
2023-03-04,0.0238881856274495
2023-03-05,0.0230260653932137
2023-03-06,0.0206464601718909
2023-03-07,0.021724898591686
2023-03-08,0.0230619753914349
2023-03-09,0.0222746473553157
