date,attestation
2022-09-15,0.024216086817745
2022-09-16,0.0233767981327277
2022-09-17,0.0170796329975149
2022-09-18,0.0154393451781396
2022-09-19,0.0131933153788661
2022-09-20,0.0131268031451556
2022-09-21,0.013911815254846
2022-09-22,0.0112764292159313
2022-09-23,0.0119184392046733
2022-09-24,0.0117138146304749
2022-09-25,0.0100453095822969
2022-09-26,0.0112025769492789
2022-09-27,0.0128113101982025
2022-09-28,0.0100350141667322
2022-09-29,0.0106628295074782
2022-09-30,0.0106068543223492
2022-10-01,0.0167269128519862
2022-10-02,0.0103875538196731
2022-10-03,0.0125871437714228
2022-10-04,0.014418590218221
2022-10-05,0.0145040735365173
2022-10-06,0.0112769517142758
2022-10-07,0.0156101830574182
2022-10-08,0.0107069298457485
2022-10-09,0.0087926474486359
2022-10-10,0.0093608458918308
2022-10-11,0.0093976150757422
2022-10-12,0.0094267687229792
2022-10-13,0.010860697122724
2022-10-14,0.0096041597824809
2022-10-15,0.0092454603743221
2022-10-16,0.0090883340843417
2022-10-17,0.0115555494556522
2022-10-18,0.0104854619091712
2022-10-19,0.0135973678662826
2022-10-20,0.0115170064687011
2022-10-21,0.0098726727847879
2022-10-22,0.0096394959826748
2022-10-23,0.0097858193355166
2022-10-24,0.0181877501242622
2022-10-25,0.0165995775193819
2022-10-26,0.0107920993164043
2022-10-27,0.0109677821643776
2022-10-28,0.013228258118475
2022-10-29,0.0128260125709072
2022-10-30,0.0101572071485929
2022-10-31,0.0104808224822139
2022-11-01,0.0172768053397223
2022-11-02,0.0110806605808007
2022-11-03,0.0107068955941918
2022-11-04,0.0108540725619021
2022-11-05,0.0108346846766502
2022-11-06,0.0087120862011571
2022-11-07,0.0090087496549993
2022-11-08,0.0091000078924621
2022-11-09,0.0121607056708048
2022-11-10,0.0101849305683012
2022-11-11,0.0107124492271413
2022-11-12,0.0102648366604889
2022-11-13,0.0096694143284552
2022-11-14,0.0126239248214823
2022-11-15,0.0132456215826028
2022-11-16,0.0129486500618367
2022-11-17,0.0110592771596231
2022-11-18,0.0123579837672938
2022-11-19,0.0113788016385425
2022-11-20,0.0100228463824558
2022-11-21,0.0106803731385598
2022-11-22,0.0109432973664973
2022-11-23,0.0129689974198461
2022-11-24,0.0108547031371568
2022-11-25,0.0110287388600851
2022-11-26,0.0095298018093477
2022-11-27,0.0094771566193905
2022-11-28,0.0090027939584
2022-11-29,0.0097880767551761
2022-11-30,0.0115932089726389
2022-12-01,0.0095298264650094
2022-12-02,0.0102060121922504
2022-12-03,0.0100643275645331
2022-12-04,0.0093822503364395
2022-12-05,0.0097103405059109
2022-12-06,0.009388323400149
2022-12-07,0.0346111944727989
2022-12-08,0.0096270756262071
2022-12-09,0.0116167609799076
2022-12-10,0.0091431025674915
2022-12-11,0.0087433741379485
2022-12-12,0.0092546106636739
2022-12-13,0.0090287785106744
2022-12-14,0.008652197302877
2022-12-15,0.0089175295380319
2022-12-16,0.0085566855278054
2022-12-17,0.0092756155627828
2022-12-18,0.0110463461062564
2022-12-19,0.008435690776414
2022-12-20,0.0078234056764538
2022-12-21,0.0081779025995871
2022-12-22,0.0087008278173938
2022-12-23,0.0079784094194035
2022-12-24,0.0089640377593274
2022-12-25,0.0075942498576753
2022-12-26,0.0088778245037373
2022-12-27,0.0085592329115467
2022-12-28,0.008851227815106
2022-12-29,0.0083638711903271
2022-12-30,0.0087882982184295
2022-12-31,0.0090857015475165
2023-01-01,0.008523041600188
2023-01-02,0.0082428934541998
2023-01-03,0.0086930427478102
2023-01-04,0.0088769002065582
2023-01-05,0.0105736912381371
2023-01-06,0.0089779455535943
2023-01-07,0.0091754144878566
2023-01-08,0.0084894650323739
2023-01-09,0.010914028376608
2023-01-10,0.0107557794497408
2023-01-11,0.0119649151491361
2023-01-12,0.0134828501843604
2023-01-13,0.0110848665808447
2023-01-14,0.0110611259357313
2023-01-15,0.0118833358991903
2023-01-16,0.0103923072316847
2023-01-17,0.0078204792879954
2023-01-18,0.0088609183703616
2023-01-19,0.0087506201705329
2023-01-20,0.00886735977097
2023-01-21,0.0083782140597168
2023-01-22,0.0084202133452442
2023-01-23,0.0078212751347779
2023-01-24,0.0090174191811263
2023-01-25,0.0088959738369676
2023-01-26,0.0090768982511864
2023-01-27,0.0091828601354075
2023-01-28,0.0083992404130959
2023-01-29,0.008667056837281
2023-01-30,0.0081710942849779
2023-01-31,0.008947023989889
2023-02-01,0.0096710779009623
2023-02-02,0.0104094471338702
2023-02-03,0.0096065355165682
2023-02-04,0.007527086087133
2023-02-05,0.0088431616194881
2023-02-06,0.0081153488535723
2023-02-07,0.0081249912398231
2023-02-08,0.0082168863994602
2023-02-09,0.0087989825982781
2023-02-10,0.0102308899559739
2023-02-11,0.0097187917728782
2023-02-12,0.0102794816375311
2023-02-13,0.0092147008158578
2023-02-14,0.0106661982025755
2023-02-15,0.0109433100713987
2023-02-16,0.0113988682748169
2023-02-17,0.0175638140711924
2023-02-18,0.011013770960873
2023-02-19,0.0101774229636026
2023-02-20,0.0090862814512491
2023-02-21,0.010571168061918
2023-02-22,0.0098166269153354
2023-02-23,0.008794083338679
2023-02-24,0.0083340071025241
2023-02-25,0.008070361264189
2023-02-26,0.0092176035557161
2023-02-27,0.0098255216259104
2023-02-28,0.009761807323559
2023-03-01,0.009482595314612
2023-03-02,0.0097938819931617
2023-03-03,0.0106460750459025
2023-03-04,0.011152485960699
2023-03-05,0.0102022262224685
2023-03-06,0.0094763933924506
2023-03-07,0.010083078050731
2023-03-08,0.010612786298584
2023-03-09,0.0086985397439178
