date,attestation
2023-04-17,560220.2133848404
2023-04-18,560374.0154616158
2023-04-19,560358.5369727904
2023-04-20,560639.6443914627
2023-04-21,560591.2447128337
2023-04-22,560823.2008809095
2023-04-23,560739.9089397219
2023-04-24,560969.3239508912
2023-04-25,560977.1200152455
2023-04-26,560785.6960085891
2023-04-27,561037.6633201728
2023-04-28,561183.1711324718
2023-04-29,561203.5057240233
2023-04-30,561149.9209377776
2023-05-01,561080.6658051386
2023-05-02,560972.9850818666
2023-05-03,561191.0778275623
2023-05-04,560913.7937929973
2023-05-05,560997.1170399731
2023-05-06,560898.450169235
2023-05-07,560781.7334308478
2023-05-08,561287.4332968927
2023-05-09,562224.7133164002
2023-05-10,563582.7247094645
2023-05-11,564815.0994392834
2023-05-12,565124.2680781065
2023-05-13,565651.0382866001
2023-05-14,567488.9209519023
2023-05-15,569324.5496162119
2023-05-16,570841.053708353
2023-05-17,573211.4575838284
2023-05-18,574350.1489857849
2023-05-19,575169.5121058602
2023-05-20,576747.8080698783
2023-05-21,578301.8170603663
2023-05-22,579772.7751671218
2023-05-23,581369.1125147325
2023-05-24,582465.4145060731
2023-05-25,584022.7160709196
2023-05-26,586256.7796323518
2023-05-27,587740.7866103394
2023-05-28,589282.9147839365
2023-05-29,591244.460073082
2023-05-30,592245.4186068495
2023-05-31,594351.8173499369
2023-06-01,595735.4210436653
2023-06-02,596883.9063236276
2023-06-03,598628.2719740431
2023-06-04,600743.3349959193
2023-06-05,602609.2647819595
2023-06-06,604484.0761228455
2023-06-07,604832.6685308653
2023-06-08,605584.9107426883
2023-06-09,606229.2281016348
2023-06-10,608249.4042001645
2023-06-11,609671.7098808585
2023-06-12,610881.3228448308
2023-06-13,612049.3170068009
2023-06-14,612102.119562648
2023-06-15,612920.1991749122
2023-06-16,614615.8550919917
2023-06-17,616447.0621193737
2023-06-18,618245.0799355888
2023-06-19,619733.1977390201
2023-06-20,621142.1802613228
2023-06-21,623109.2294050995
2023-06-22,624672.4979961144
2023-06-23,626269.5861020377
2023-06-24,628303.2372983106
2023-06-25,630245.3163662707
2023-06-26,632080.8927682355
2023-06-27,633917.8934129345
2023-06-28,636021.1271036863
2023-06-29,637812.5603994714
2023-06-30,639613.3658899564
2023-07-01,641164.9329295015
2023-07-02,643365.7502559485
2023-07-03,644724.5766637989
2023-07-04,646866.2373636272
2023-07-05,648474.3709131975
2023-07-06,649931.6110471291
2023-07-07,651870.6528323198
2023-07-08,653150.3255019793
2023-07-09,654028.762089374
2023-07-10,656373.1337694086
2023-07-11,658024.5034052113
2023-07-12,660188.6073644222
2023-07-13,662303.7263788704
2023-07-14,664220.8385672584
2023-07-15,666406.3122337735
2023-07-16,668628.6012492456
2023-07-17,670731.7438655813
2023-07-18,672760.0202386662
2023-07-19,674625.8708498905
2023-07-20,676242.6226348567
2023-07-21,678255.5007698345
2023-07-22,680482.4786769393
2023-07-23,682296.7445905596
2023-07-24,684033.4370405906
2023-07-25,685611.5840447412
2023-07-26,688434.706273381
2023-07-27,690337.7746507189
2023-07-28,692144.3458823188
2023-07-29,694343.1631951559
2023-07-30,696223.7631956625
2023-07-31,698927.1135428535
2023-08-01,700770.3427477061
2023-08-02,702473.4447253371
2023-08-03,704111.0604121077
2023-08-04,705838.2581231
2023-08-05,707761.7662326861
2023-08-06,709985.4356982256
2023-08-07,711505.7344250596
2023-08-08,713985.2810163082
2023-08-09,715444.7256855173
2023-08-10,717166.5093554243
2023-08-11,720195.8374574668
2023-08-12,722253.0612980542
2023-08-13,724692.4571212663
2023-08-14,726906.9751987866
2023-08-15,728925.8432949188
2023-08-16,730775.2200262307
2023-08-17,732848.1116616029
2023-08-18,733731.9649114975
2023-08-19,736544.6576685491
2023-08-20,739010.9406699479
2023-08-21,741556.7341333318
2023-08-22,743154.10505301
2023-08-23,745144.5158984781
2023-08-24,747280.2029613687
2023-08-25,749497.3756850956
2023-08-26,751195.8543936978
2023-08-27,752099.9636011078
2023-08-28,754737.5421569033
2023-08-29,757750.8263871388
2023-08-30,761052.5628083112
2023-08-31,762996.7801413588
2023-09-01,765236.2801287471
2023-09-02,767294.2503724076
2023-09-03,769525.6605998338
2023-09-04,771867.7386948359
2023-09-05,774237.4053383917
2023-09-06,776405.6908425717
2023-09-07,777958.9699405885
2023-09-08,780337.885603577
2023-09-09,781929.1721088369
2023-09-10,784038.4099450419
2023-09-11,786600.3089854404
2023-09-12,788573.921261286
2023-09-13,790914.6729257696
2023-09-14,793042.5589326626
2023-09-15,795708.7252163118
