date,sync
2022-09-15,0.9979038590667884
2022-09-16,0.9981999475710874
2022-09-17,0.9985139532370138
2022-09-18,0.9988398667016988
2022-09-19,0.9988521615455022
2022-09-20,0.9985393304967434
2022-09-21,0.9982122221039136
2022-09-22,0.9978780914978064
2022-09-23,0.9978083501354412
2022-09-24,0.998119285526564
2022-09-25,0.9984432227049628
2022-09-26,0.9987725562548386
2022-09-27,0.9988695771617148
2022-09-28,0.9986290402924476
2022-09-29,0.998303994416088
2022-09-30,0.9979971060509194
2022-10-01,0.9977518425370708
2022-10-02,0.9980494005181302
2022-10-03,0.9983845193950254
2022-10-04,0.9987115313089944
2022-10-05,0.9988740202225228
2022-10-06,0.9987203928632452
2022-10-07,0.9984062314516962
2022-10-08,0.9981006644946884
2022-10-09,0.997776939813008
2022-10-10,0.9979874716039312
2022-10-11,0.998301775321348
2022-10-12,0.998617940969992
2022-10-13,0.9988723564146532
2022-10-14,0.9988158670402348
2022-10-15,0.9984885667161004
2022-10-16,0.998172754486672
2022-10-17,0.9978733299575993
2022-10-18,0.997927652257919
2022-10-19,0.998251410403124
2022-10-20,0.9985719484178904
2022-10-21,0.998863687491048
2022-10-22,0.9988800489115032
2022-10-23,0.9985914898263988
2022-10-24,0.99828140434112
2022-10-25,0.9979735419387196
2022-10-26,0.9978595040421724
2022-10-27,0.998198028817401
2022-10-28,0.9984987899381712
2022-10-29,0.998804429826754
2022-10-30,0.9989090729241412
2022-10-31,0.9987066818308068
2022-11-01,0.9984017473348978
2022-11-02,0.9980933582556368
2022-11-03,0.997835429267524
2022-11-04,0.9981362605504908
2022-11-05,0.9984434665217984
2022-11-06,0.9987478100922428
2022-11-07,0.998917136811614
2022-11-08,0.9987909004532872
2022-11-09,0.99848840968221
2022-11-10,0.9982053380756486
2022-11-11,0.9979026151444016
2022-11-12,0.9980736736927628
2022-11-13,0.9983805803000274
2022-11-14,0.99868937728505
2022-11-15,0.9989390175025588
2022-11-16,0.9988922813862712
2022-11-17,0.9985863759474528
2022-11-18,0.998296103835705
2022-11-19,0.99799670268896
2022-11-20,0.9980402521048112
2022-11-21,0.9983380091480634
2022-11-22,0.9986336754795516
2022-11-23,0.9989227366356028
2022-11-24,0.9989518574653612
2022-11-25,0.9986877971598048
2022-11-26,0.9984090308018508
2022-11-27,0.9981204234936488
2022-11-28,0.997997418596208
2022-11-29,0.9982820127658248
2022-11-30,0.998587578021788
2022-12-01,0.9988646449627334
2022-12-02,0.9989670116797732
2022-12-03,0.998772477603175
2022-12-04,0.998489246591203
2022-12-05,0.9982151140623984
2022-12-06,0.9979507273426276
2022-12-07,0.9982165113819556
2022-12-08,0.998511558281678
2022-12-09,0.9987984853484382
2022-12-10,0.998975805441992
2022-12-11,0.9988621644419232
2022-12-12,0.9985653200394348
2022-12-13,0.9982945698966944
2022-12-14,0.9980254694792068
2022-12-15,0.9981798223866098
2022-12-16,0.9984487632302672
2022-12-17,0.9987302396850916
2022-12-18,0.998978655711306
2022-12-19,0.9989379832328068
2022-12-20,0.9986604118300668
2022-12-21,0.9983627533773024
2022-12-22,0.998078265681818
2022-12-23,0.9980805422920548
2022-12-24,0.9983796022059496
2022-12-25,0.9986637134839926
2022-12-26,0.9989459874989608
2022-12-27,0.9989933978490464
2022-12-28,0.9987425376142778
2022-12-29,0.9984626038060088
2022-12-30,0.9981822619553936
2022-12-31,0.9980549313975542
2023-01-01,0.9983213244750336
2023-01-02,0.998589147195828
2023-01-03,0.998881481777802
2023-01-04,0.9990006909645056
2023-01-05,0.9988257333071312
2023-01-06,0.9985308069772698
2023-01-07,0.9982449187084632
2023-01-08,0.9979980457099792
2023-01-09,0.9982771472711504
2023-01-10,0.9985387003108546
2023-01-11,0.9988220366229644
2023-01-12,0.9990027212923078
2023-01-13,0.9988972835759538
2023-01-14,0.9986137381967324
2023-01-15,0.9983510320789925
2023-01-16,0.9980692189104384
2023-01-17,0.9981854931630616
2023-01-18,0.998477948576846
2023-01-19,0.9987567120959862
2023-01-20,0.9990128730477
2023-01-21,0.9989760439710492
2023-01-22,0.9987014742615784
2023-01-23,0.9984228735851646
2023-01-24,0.9981458962387872
2023-01-25,0.9981410682045986
2023-01-26,0.9984141984809928
2023-01-27,0.998691143662219
2023-01-28,0.9989766611512574
2023-01-29,0.9990306679680312
2023-01-30,0.9987837346624042
2023-01-31,0.998516591760262
2023-02-01,0.9982523891303432
2023-02-02,0.9981011684323916
2023-02-03,0.9983681092747398
2023-02-04,0.9986488040587882
2023-02-05,0.9989380026674844
2023-02-06,0.9990345042179124
2023-02-07,0.9988642862539024
2023-02-08,0.9985902039193132
2023-02-09,0.9983172217499988
2023-02-10,0.9980743800702976
2023-02-11,0.9983100619957668
2023-02-12,0.9985839861986924
2023-02-13,0.9988495514771007
2023-02-14,0.999033824742831
2023-02-15,0.9989376397069116
2023-02-16,0.998681527857975
2023-02-17,0.9984231981368286
2023-02-18,0.9981602964812196
2023-02-19,0.9982613818780226
2023-02-20,0.9985377633668882
2023-02-21,0.9987983648201596
2023-02-22,0.9990596135871774
2023-02-23,0.999033318053422
2023-02-24,0.998764111068278
2023-02-25,0.9984995274495456
2023-02-26,0.9982326585531582
2023-02-27,0.998220538574039
2023-02-28,0.9984878593553186
2023-03-01,0.9987474416827222
2023-03-02,0.9990166599640342
2023-03-03,0.9990737515274732
2023-03-04,0.9988657417882914
2023-03-05,0.9986014089070054
2023-03-06,0.9983585103607412
2023-03-07,0.9982064465635344
2023-03-08,0.998463802870004
2023-03-09,0.9987282530235276
2023-03-10,0.9989844378517296
