date,total
2023-04-05,416135.02974382543
2023-04-06,419476.06896902696
2023-04-07,422679.9190600846
2023-04-08,424396.5175454296
2023-04-09,424716.0416288548
2023-04-10,423094.77636878943
2023-04-11,422172.1028328363
2023-04-12,417884.9331134979
2023-04-13,407017.88668834185
2023-04-14,415391.49632014375
2023-04-15,419509.3176972416
2023-04-16,422034.0713059613
2023-04-17,423498.7739852303
2023-04-18,423344.5767376793
2023-04-19,421854.4155361628
2023-04-20,419321.7061655099
2023-04-21,416520.4599153412
2023-04-22,419095.3539111572
2023-04-23,421587.266180906
2023-04-24,424079.04596549465
2023-04-25,425015.6261882722
2023-04-26,424784.34324539016
2023-04-27,423521.4335210811
2023-04-28,421538.2480523676
2023-04-29,417262.8564656984
2023-04-30,417780.5673932741
2023-05-01,421328.8938784213
2023-05-02,423501.8980449152
2023-05-03,424633.7728370233
2023-05-04,424833.74195635045
2023-05-05,424271.1033674757
2023-05-06,421740.7127297586
2023-05-07,418355.11712215806
2023-05-08,417093.3530014443
2023-05-09,421745.50051717175
2023-05-10,424731.9590983843
2023-05-11,424878.8072205972
2023-05-12,419562.9137979341
2023-05-13,426234.4939085897
2023-05-14,425876.7146978416
2023-05-15,424488.4598586125
2023-05-16,423086.4349579452
2023-05-17,427437.8849385973
2023-05-18,431164.38271845353
2023-05-19,433695.13955325895
2023-05-20,435303.85442819865
2023-05-21,435947.6664528004
2023-05-22,435421.62791344855
2023-05-23,433879.0307675548
2023-05-24,431054.08584094496
2023-05-25,433266.7762904701
2023-05-26,438577.1926633678
2023-05-27,441859.7146511076
2023-05-28,443948.4370466496
2023-05-29,445087.39545126125
2023-05-30,444349.0488455373
2023-05-31,442574.3111408844
2023-06-01,439476.7541841225
2023-06-02,440125.3033763681
2023-06-03,445972.0224906288
2023-06-04,449262.07561540586
2023-06-05,451573.3929279591
2023-06-06,453639.6635251073
2023-06-07,452731.5172611488
2023-06-08,450884.959300692
2023-06-09,447892.068693044
2023-06-10,448079.13327661535
2023-06-11,452024.932720248
2023-06-12,455701.7383210237
2023-06-13,458306.5449161484
2023-06-14,458816.05216273846
2023-06-15,458419.00571690826
2023-06-16,458187.5800073401
2023-06-17,456093.2808572755
2023-06-18,454520.6179918377
2023-06-19,457445.4380754838
2023-06-20,461671.13341795816
2023-06-21,465240.3367150109
2023-06-22,467596.26486640185
2023-06-23,468116.50064145727
2023-06-24,468118.03895311273
2023-06-25,466615.2449889576
2023-06-26,463556.5879931088
2023-06-27,466801.1528412881
2023-06-28,472177.785351262
2023-06-29,475696.4119632235
2023-06-30,477055.44556096906
2023-07-01,477768.11271805136
2023-07-02,478927.60951994
2023-07-03,476070.0350587458
2023-07-04,473427.57868073264
2023-07-05,474113.80867165903
2023-07-06,479516.56481639424
2023-07-07,483816.415523621
2023-07-08,485402.5698319493
2023-07-09,486193.7826273085
2023-07-10,486630.6314034183
2023-07-11,485974.0000457887
2023-07-12,482892.0797089843
2023-07-13,482581.2015635652
2023-07-14,489144.3288199087
2023-07-15,492241.8950691689
2023-07-16,495976.09052670375
2023-07-17,497575.5401384925
2023-07-18,497852.8757886608
2023-07-19,497761.3496230554
2023-07-20,495170.2763864915
2023-07-21,492961.60961097904
2023-07-22,498006.2807558407
2023-07-23,502180.3282714242
2023-07-24,504914.9282979489
2023-07-25,506973.1269218104
2023-07-26,508854.07552357024
2023-07-27,508563.0396427094
2023-07-28,506578.2014055983
2023-07-29,503788.6599461085
2023-07-30,505868.2851899903
2023-07-31,512215.330999528
2023-08-01,515893.8685730249
2023-08-02,517995.14796129393
2023-08-03,518576.9421571037
2023-08-04,518359.62213350215
2023-08-05,516730.3669933712
2023-08-06,512320.0496164944
2023-08-07,512694.4174405414
2023-08-08,519560.9173044013
2023-08-09,523703.7421557379
2023-08-10,526165.9420887857
2023-08-11,528548.6121158191
2023-08-12,529113.0777712272
2023-08-13,528475.6609343666
2023-08-14,525379.5390722528
2023-08-15,524363.0561547513
2023-08-16,529192.9016084273
2023-08-17,534239.1477143696
2023-08-18,536515.7401033662
2023-08-19,538643.5737202079
2023-08-20,539546.8442293698
2023-08-21,539364.2977299613
2023-08-22,537446.4214842558
2023-08-23,535022.9663647272
2023-08-24,538446.096089298
2023-08-25,543809.6567991619
2023-08-26,546566.6085733684
2023-08-27,548442.7454784863
2023-08-28,550585.4396877107
2023-08-29,550174.0435797166
2023-08-30,549945.2448330413
2023-08-31,545656.9668665198
2023-09-01,548541.5779479083
2023-09-02,554856.6618200035
2023-09-03,559338.8881710129
2023-09-04,562353.7620429732
2023-09-05,563557.2183079582
2023-09-06,563934.6548352864
2023-09-07,562057.8190955615
2023-09-08,557999.5885903535
2023-09-09,557782.8003888901
2023-09-10,564609.3382360236
2023-09-11,569507.9075538809
2023-09-12,572276.6011397087
2023-09-13,574157.5655752181
2023-09-14,574061.7036473103
2023-09-15,573013.7517638284
2023-09-16,568489.8316415483
