,date,ShannonEntropy,HHI,Gini,Nakamoto
0,2022-09-16,906.4516524055681,11.979671889070287,0.9982046454160525,338.0
1,2022-09-17,757.6990735934086,15.05320619432889,0.9985189392581431,286.0
2,2022-09-18,506.4465602994156,19.78598940884395,0.9988446542323421,248.0
3,2022-09-19,503.60013483229517,19.899089439831275,0.9988522026655808,247.0
4,2022-09-20,750.8836015878449,15.193148865593548,0.998534321692657,286.0
5,2022-09-21,907.7082738752141,11.938299464394147,0.9982074061996513,343.0
6,2022-09-22,999.4959269993255,10.168265175830932,0.9978730504853266,426.0
7,2022-09-23,1005.8099115937083,10.020990567792458,0.9978130864932324,451.0
8,2022-09-24,943.0563207088818,11.283413977164473,0.9981242214640433,362.0
9,2022-09-25,804.0616574849761,14.091297558830703,0.998448146192441,301.0
10,2022-09-26,588.6154741906992,18.474709407410906,0.9987768799575694,257.0
11,2022-09-27,503.05283704585304,19.915299126112526,0.9988695321206786,246.0
12,2022-09-28,703.4628034638563,16.166051067346018,0.9986244693462514,277.0
13,2022-09-29,882.6183679824946,12.50540941847261,0.998298912578877,328.0
14,2022-09-30,983.3077065503868,10.486070374381537,0.9979922292735393,400.0
15,2022-10-01,1012.0943024020753,9.902388657035708,0.9977557832300412,487.0
16,2022-10-02,970.7433796029107,10.74180828025648,0.9980539108625706,384.0
17,2022-10-03,844.5161059895837,13.253350246065613,0.9983894451035051,313.0
18,2022-10-04,647.7216817792926,17.299931523340916,0.9987164680795777,266.0
19,2022-10-05,506.98473551525774,19.776797659451944,0.998874068050873,247.0
20,2022-10-06,647.0851139743427,17.307139897488813,0.9987159833017485,267.0
21,2022-10-07,840.7844071114571,13.342562759090011,0.9984013220694379,311.0
22,2022-10-08,958.663450144192,10.92669007761328,0.9980957681333251,378.0
23,2022-10-09,1014.4477158229811,9.879711053254162,0.9977723747156153,483.0
24,2022-10-10,987.2513218564861,10.414828995296922,0.997991961265533,405.0
25,2022-10-11,886.5266180757775,12.424971952387267,0.9983060350067725,331.0
26,2022-10-12,714.6083034562582,15.93021900579217,0.9986228775024517,280.0
27,2022-10-13,508.7088099053712,19.70135875627498,0.9988723789995453,250.0
28,2022-10-14,581.2781917837383,18.653127171205902,0.998810780188381,255.0
29,2022-10-15,803.8983443884598,14.113615023929071,0.9984837925514001,300.0
30,2022-10-16,943.3019291078987,11.299960057891742,0.9981682495466973,362.0
31,2022-10-17,1010.3236206209166,9.98637202276013,0.997868435049466,449.0
32,2022-10-18,999.3222995969815,10.165447971938724,0.9979319491471574,430.0
33,2022-10-19,913.8545927136013,11.842413534421981,0.9982552497935131,344.0
34,2022-10-20,759.3759320111175,15.041824304958805,0.9985762904300539,286.0
35,2022-10-21,524.3186865354398,19.45903065406379,0.9988686216120517,252.0
36,2022-10-22,508.76536231079257,19.667704879391145,0.998880058253796,251.0
37,2022-10-23,749.1967755778747,15.213666731307613,0.9985872960478717,288.0
38,2022-10-24,906.9836711174421,11.949244573160808,0.9982771766971823,342.0
39,2022-10-25,995.3815266336451,10.217381805891733,0.9979688503866482,424.0
40,2022-10-26,1013.8740223745363,9.91576262287116,0.997863993722091,462.0
41,2022-10-27,940.4138407156316,11.300551330675079,0.998201802243081,363.0
42,2022-10-28,809.3298758724313,14.015579303394118,0.9985035505052626,302.0
43,2022-10-29,603.2307025772257,18.15656501407163,0.9988092406828954,260.0
44,2022-10-30,504.88413694057755,19.833163825455998,0.9989090848746274,248.0
45,2022-10-31,691.53823351515,16.43140345322079,0.998702434159344,274.0
46,2022-11-01,868.2588873830646,12.748502027977777,0.9983975717530342,325.0
47,2022-11-02,980.1459124625356,10.52436405946573,0.998088720223496,397.0
48,2022-11-03,1016.5334391563581,9.859871382053498,0.9978387609608739,493.0
49,2022-11-04,968.669124002344,10.754580588073512,0.9981409591329715,386.0
50,2022-11-05,850.2463721363983,13.12874893701574,0.9984480033777852,317.0
51,2022-11-06,659.8783535649189,17.03922569983252,0.9987524877428793,270.0
52,2022-11-07,509.4225753289791,19.670867872607005,0.9989171157491394,249.0
53,2022-11-08,637.5039470834289,17.49610146760961,0.9987863321537853,265.0
54,2022-11-09,835.6174900504807,13.442755034657441,0.9984841234249782,311.0
55,2022-11-10,952.6842595248104,11.02971891041801,0.9982008177085746,373.0
56,2022-11-11,1009.5369861607477,9.941836140790034,0.9978986100151794,478.0
57,2022-11-12,990.911987861264,10.352355172488712,0.9980783353225609,409.0
58,2022-11-13,888.25767310194,12.356138404900479,0.9983852849793793,332.0
59,2022-11-14,718.3876678979811,15.863769695106678,0.9986941699866432,279.0
60,2022-11-15,507.56351222949263,19.744783397824904,0.9989390075222595,248.0
