val,date
,2022-09-15
0.17528992621138317,2022-09-16
0.1697909673741902,2022-09-17
0.16830140847697583,2022-09-18
0.16600124726916698,2022-09-19
0.16555658224621217,2022-09-20
0.16675412873596707,2022-09-21
0.16406656970783629,2022-09-22
0.1650657510934055,2022-09-23
0.16418035710546253,2022-09-24
0.16285072521202926,2022-09-25
0.16402544922898565,2022-09-26
0.16523983063810754,2022-09-27
0.16276549584958522,2022-09-28
0.16333433302749567,2022-09-29
0.16313459956165244,2022-09-30
0.1691288210275843,2022-10-01
0.16301333084811032,2022-10-02
0.16523768948910966,2022-10-03
0.16717164382306882,2022-10-04
0.16725103353378157,2022-10-05
0.1640861233392492,2022-10-06
0.168013000897703,2022-10-07
0.16326028244187119,2022-10-08
0.16158564101328632,2022-10-09
0.16194868927812744,2022-10-10
0.16230442632581177,2022-10-11
0.16228300589249467,2022-10-12
0.1637893980547147,2022-10-13
0.16219696723008403,2022-10-14
0.1618566770981411,2022-10-15
0.16186477545432698,2022-10-16
0.16426458580278003,2022-10-17
0.1631401746975305,2022-10-18
0.16590097909581392,2022-10-19
0.16379375532930718,2022-10-20
0.16294490114613214,2022-10-21
0.162648243548289,2022-10-22
0.16269334258274215,2022-10-23
0.17071323939148253,2022-10-24
0.16910950650765555,2022-10-25
0.1634781158496339,2022-10-26
0.163511544784271,2022-10-27
0.16577358250729946,2022-10-28
0.16569814771818514,2022-10-29
0.1629930522556564,2022-10-30
0.16313652486345198,2022-10-31
0.16977371515609052,2022-11-01
0.16362872299864417,2022-11-02
0.16331355808590997,2022-11-03
0.1634131971629733,2022-11-04
0.1635693351159615,2022-11-05
0.16169751892739748,2022-11-06
0.16205641842299578,2022-11-07
0.16195795803411395,2022-11-08
0.16485979532514827,2022-11-09
0.1625003192981178,2022-11-10
0.16325948810512436,2022-11-11
0.16285397547314484,2022-11-12
0.16230615356501943,2022-11-13
0.16521177597405878,2022-11-14
0.16611467399037938,2022-11-15
