val,date
1.4431620263764013,2022-09-16
1.440830096314104,2022-09-17
1.439608580843242,2022-09-18
1.431802657412977,2022-09-19
1.4356288084067341,2022-09-20
1.4573784288725833,2022-09-21
1.4307087072676095,2022-09-22
1.4485291268983882,2022-09-23
1.4252861631136007,2022-09-24
1.424956054458591,2022-09-25
1.4303507110948288,2022-09-26
1.4287900431043579,2022-09-27
1.4275644756803056,2022-09-28
1.4323763553031374,2022-09-29
1.424151027420425,2022-09-30
1.4362090706644706,2022-10-01
1.4185530109538098,2022-10-02
1.42610836878313,2022-10-03
1.4293351729904888,2022-10-04
1.4314309053022214,2022-10-05
1.4287095503510812,2022-10-06
1.4343696295527948,2022-10-07
1.4280966881602402,2022-10-08
1.4297084203266603,2022-10-09
1.4308809356306695,2022-10-10
1.4279455657458116,2022-10-11
1.4231963890456314,2022-10-12
1.430006090550649,2022-10-13
1.424861629346261,2022-10-14
1.4228291186079136,2022-10-15
1.4255886176386319,2022-10-16
1.4263534553322084,2022-10-17
1.4243353841839108,2022-10-18
1.4321101927444781,2022-10-19
1.4260900208242255,2022-10-20
1.4355724795732399,2022-10-21
1.4319537090834344,2022-10-22
1.428156892877919,2022-10-23
1.4443294905840554,2022-10-24
1.4294980846201193,2022-10-25
1.4294281242754892,2022-10-26
1.4223113869896016,2022-10-27
1.4272180792382274,2022-10-28
1.429322130389702,2022-10-29
1.4190129910801343,2022-10-30
1.4232668956773311,2022-10-31
1.4302997467388412,2022-11-01
1.429265112147935,2022-11-02
1.4282836335909432,2022-11-03
1.4268503525435574,2022-11-04
1.4277540855008255,2022-11-05
1.4233506136320253,2022-11-06
1.4255749707599434,2022-11-07
1.4239435900830861,2022-11-08
1.4329045168405992,2022-11-09
1.4206232248268755,2022-11-10
1.429512846363741,2022-11-11
1.4237195370348874,2022-11-12
1.422206441031614,2022-11-13
1.4237715877767243,2022-11-14
1.4276561783977322,2022-11-15
