val,date
0.9982046454160525,2022-09-16
0.9985189392581431,2022-09-17
0.9988446542323421,2022-09-18
0.9988522026655808,2022-09-19
0.998534321692657,2022-09-20
0.9982074061996513,2022-09-21
0.9978730504853266,2022-09-22
0.9978130864932324,2022-09-23
0.9981242214640433,2022-09-24
0.998448146192441,2022-09-25
0.9987768799575694,2022-09-26
0.9988695321206786,2022-09-27
0.9986244693462514,2022-09-28
0.998298912578877,2022-09-29
0.9979922292735393,2022-09-30
0.9977557832300412,2022-10-01
0.9980539108625706,2022-10-02
0.9983894451035051,2022-10-03
0.9987164680795777,2022-10-04
0.998874068050873,2022-10-05
0.9987159833017485,2022-10-06
0.9984013220694379,2022-10-07
0.9980957681333251,2022-10-08
0.9977723747156153,2022-10-09
0.997991961265533,2022-10-10
0.9983060350067725,2022-10-11
0.9986228775024517,2022-10-12
0.9988723789995453,2022-10-13
0.998810780188381,2022-10-14
0.9984837925514001,2022-10-15
0.9981682495466973,2022-10-16
0.997868435049466,2022-10-17
0.9979319491471574,2022-10-18
0.9982552497935131,2022-10-19
0.9985762904300539,2022-10-20
0.9988686216120517,2022-10-21
0.998880058253796,2022-10-22
0.9985872960478717,2022-10-23
0.9982771766971823,2022-10-24
0.9979688503866482,2022-10-25
0.997863993722091,2022-10-26
0.998201802243081,2022-10-27
0.9985035505052626,2022-10-28
0.9988092406828954,2022-10-29
0.9989090848746274,2022-10-30
0.998702434159344,2022-10-31
0.9983975717530342,2022-11-01
0.998088720223496,2022-11-02
0.9978387609608739,2022-11-03
0.9981409591329715,2022-11-04
0.9984480033777852,2022-11-05
0.9987524877428793,2022-11-06
0.9989171157491394,2022-11-07
0.9987863321537853,2022-11-08
0.9984841234249782,2022-11-09
0.9982008177085746,2022-11-10
0.9978986100151794,2022-11-11
0.9980783353225609,2022-11-12
0.9983852849793793,2022-11-13
0.9986941699866432,2022-11-14
0.9989390075222595,2022-11-15
